record_id,activity,duration_hours,wind_mean,gust_max,rain_max,daylight_fraction,completed_as_planned,notice
DEMO-0765,Turbine installation,5,5.78882,22.26383,2.88159,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0766,Turbine installation,6,2.95439,14.15019,0.81162,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0767,Turbine installation,3,3.92845,18.18174,2.47995,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0768,Turbine installation,3,9.40429,17.69809,1.05612,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0769,Turbine installation,6,5.82231,9.25282,1.61220,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0770,Turbine installation,1,5.18075,10.09951,1.33680,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0771,Turbine installation,3,8.00858,12.63231,0.01755,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0772,Turbine installation,6,11.57791,12.57791,1.72339,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0773,Turbine installation,8,5.68302,11.60138,2.24252,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0774,Turbine installation,5,8.81279,12.03729,0.52366,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0775,Turbine installation,4,14.49304,15.86956,2.79497,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0776,Turbine installation,4,7.82970,8.95802,1.59120,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0777,Turbine installation,6,13.64696,19.47725,0.53474,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0778,Turbine installation,5,11.90509,12.90509,1.93784,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0779,Turbine installation,1,0.88078,17.71239,0.57577,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0780,Turbine installation,5,6.43648,7.43648,0.19060,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0781,Turbine installation,4,10.47478,13.45938,2.05595,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0782,Turbine installation,6,14.80068,15.80068,0.33208,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0783,Turbine installation,8,6.87564,17.16638,0.31865,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0784,Turbine installation,8,1.39178,11.18678,2.21983,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0785,Turbine installation,5,8.43014,22.08655,0.16561,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0786,Turbine installation,3,1.89846,10.83424,2.42931,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0787,Turbine installation,4,11.27279,15.14851,2.38845,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0788,Turbine installation,2,7.61515,9.63298,0.42418,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0789,Turbine installation,8,10.85147,16.16203,1.55514,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0790,Turbine installation,7,13.04043,14.04043,0.28988,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0791,Turbine installation,7,9.43422,11.67131,1.89771,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0792,Turbine installation,3,9.18659,10.18659,0.18879,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0793,Turbine installation,3,11.31855,12.31855,2.83344,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0794,Turbine installation,7,12.63683,13.63683,0.62319,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0795,Turbine installation,5,13.03581,22.98272,2.04868,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0796,Turbine installation,6,0.54645,12.42159,0.38487,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0797,Turbine installation,4,8.34285,9.34285,0.62879,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0798,Turbine installation,4,3.24404,22.15272,1.35285,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0799,Turbine installation,6,12.90519,13.90519,1.71929,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0800,Turbine installation,7,9.72597,12.53455,2.99659,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0801,Turbine installation,3,6.30334,17.91460,0.07778,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0802,Turbine installation,7,2.82156,21.46279,0.00094,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0803,Turbine installation,2,5.08535,17.83195,1.05110,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0804,Turbine installation,4,10.55667,13.34526,1.09847,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0805,Turbine installation,8,3.06539,22.53996,2.65151,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0806,Turbine installation,8,1.40374,5.70775,2.73775,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0807,Turbine installation,8,13.32043,22.76406,2.64157,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0808,Turbine installation,3,11.46316,20.28905,0.42954,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0809,Turbine installation,7,2.99692,21.72074,1.23631,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0810,Turbine installation,8,4.38467,9.58590,2.23766,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0811,Turbine installation,8,14.58105,15.58105,0.93783,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0812,Turbine installation,1,10.62277,16.93968,1.98971,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0813,Turbine installation,6,9.15783,14.28547,0.71143,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0814,Turbine installation,8,4.61443,14.41702,0.97026,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0815,Turbine installation,7,4.48688,21.64315,2.58129,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0816,Turbine installation,2,0.59285,16.16146,0.75153,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0817,Turbine installation,7,10.92723,11.92723,2.89297,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0818,Turbine installation,1,0.64763,12.20120,0.91878,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0819,Turbine installation,4,0.07286,7.40293,0.07058,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0820,Turbine installation,6,10.94243,11.94243,0.76470,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0821,Turbine installation,4,14.23311,15.23311,0.51361,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0822,Turbine installation,6,11.34755,19.58524,1.52048,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0823,Turbine installation,2,7.07460,17.68772,0.33815,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0824,Turbine installation,5,7.29068,14.54621,1.87815,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0825,Turbine installation,6,6.54205,11.73862,2.62470,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0826,Turbine installation,6,4.86966,17.03290,1.08756,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0827,Turbine installation,3,7.82571,19.63230,0.50548,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0828,Turbine installation,3,6.46726,20.86220,1.20007,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0829,Turbine installation,3,8.97252,14.84629,2.35790,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0830,Turbine installation,4,13.47180,19.75793,1.77446,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0831,Turbine installation,5,14.92514,15.92514,0.30343,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0832,Turbine installation,3,1.18115,13.54154,1.61156,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0833,Turbine installation,4,5.77025,20.57777,1.40426,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0834,Turbine installation,3,2.71059,11.95473,0.98134,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0835,Turbine installation,2,5.28181,12.12643,0.33048,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0836,Turbine installation,6,4.31210,10.48840,2.94334,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0837,Turbine installation,7,2.61806,14.33663,0.52813,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0838,Turbine installation,3,11.46114,14.80730,0.57823,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0839,Turbine installation,7,7.44433,16.88830,0.43675,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0840,Turbine installation,5,13.78868,14.78868,1.71058,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0841,Turbine installation,2,0.48889,8.92107,1.33101,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0842,Turbine installation,3,1.00467,20.60316,0.74867,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0843,Turbine installation,1,6.04910,11.22802,1.28827,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0844,Turbine installation,1,1.20416,21.61298,2.02057,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0845,Turbine installation,3,3.94094,8.73236,0.84510,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0846,Turbine installation,4,14.79045,15.79045,2.74574,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0847,Turbine installation,7,3.13439,14.65907,0.91904,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0848,Turbine installation,2,2.97177,19.91566,0.59454,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0849,Turbine installation,7,8.60461,9.60461,2.86370,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0850,Turbine installation,2,7.46997,21.37887,2.43168,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0851,Turbine installation,2,8.70657,14.56571,1.02941,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0852,Turbine installation,6,5.65103,15.54997,2.52430,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0853,Turbine installation,7,12.40144,14.18299,1.55644,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0854,Turbine installation,5,2.07871,5.64845,1.04026,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0855,Turbine installation,1,6.42589,13.94763,2.51883,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0856,Turbine installation,1,10.34643,11.34643,2.25650,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0857,Turbine installation,4,13.02355,14.02355,0.89362,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0858,Turbine installation,4,5.54357,16.68383,1.82004,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0859,Turbine installation,8,8.51618,13.95855,1.10817,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0860,Turbine installation,3,1.03710,6.67793,0.00316,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0861,Turbine installation,2,2.55479,6.31474,2.88545,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0862,Turbine installation,8,1.03707,8.34184,1.64889,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0863,Turbine installation,2,10.91821,11.91821,1.79530,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0864,Turbine installation,1,4.32090,15.94941,1.79967,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0865,Turbine installation,4,10.85618,11.85618,1.65192,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0866,Turbine installation,4,0.99597,20.87095,0.87014,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0867,Turbine installation,5,12.93822,13.93822,2.91473,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0868,Turbine installation,8,12.53295,13.53295,1.86501,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0869,Turbine installation,8,1.33393,20.76343,2.01276,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0870,Turbine installation,3,0.35635,10.31590,1.36438,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0871,Turbine installation,8,0.84433,12.65761,0.86358,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0872,Turbine installation,6,12.80445,22.26247,0.19305,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0873,Turbine installation,1,3.52055,21.99865,1.05069,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0874,Turbine installation,8,8.22410,17.86850,0.52829,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0875,Turbine installation,2,6.39366,7.39366,1.98626,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0876,Turbine installation,5,11.93288,15.68012,2.63701,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0877,Turbine installation,7,7.33347,22.80340,0.90826,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0878,Turbine installation,2,7.50991,22.04449,0.99865,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0879,Turbine installation,3,14.83638,15.83638,2.01109,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0880,Turbine installation,4,2.25194,12.12741,0.44781,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0881,Turbine installation,8,12.46056,13.46056,2.78831,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0882,Turbine installation,2,0.77625,7.33511,1.09154,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0883,Turbine installation,6,7.16473,17.50637,0.30360,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0884,Turbine installation,4,13.29502,14.29502,0.52405,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0885,Turbine installation,1,9.97821,11.20758,2.79824,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0886,Turbine installation,6,10.27822,11.27822,0.74136,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0887,Turbine installation,7,3.94976,13.96342,1.98681,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0888,Turbine installation,5,6.27862,7.84702,0.46850,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0889,Turbine installation,2,5.49872,12.77763,0.58231,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0890,Turbine installation,2,7.82165,8.82165,2.63771,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0891,Turbine installation,4,6.93342,22.16930,0.44410,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0892,Turbine installation,5,4.90348,7.60969,0.05625,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0893,Turbine installation,5,4.58221,14.39397,1.50370,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0894,Turbine installation,2,3.76279,8.54564,2.58818,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0895,Turbine installation,5,5.47571,6.47571,0.97797,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0896,Turbine installation,3,2.24912,8.64156,0.38449,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0897,Turbine installation,6,13.08156,14.08156,2.94669,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0898,Turbine installation,7,9.03179,10.03179,2.03022,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0899,Turbine installation,6,2.00680,13.88271,2.55207,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0900,Turbine installation,1,10.40789,16.73268,2.25641,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0901,Turbine installation,8,12.71500,13.71500,2.09473,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0902,Turbine installation,1,3.56304,12.93834,1.15369,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0903,Turbine installation,8,2.25901,15.46245,0.97302,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0904,Turbine installation,1,0.12926,9.21606,2.15088,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0905,Turbine installation,5,0.70876,11.69741,2.15014,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0906,Turbine installation,1,11.43377,12.43377,2.85177,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0907,Turbine installation,1,14.80779,15.80779,1.70598,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0908,Turbine installation,6,0.67320,13.40155,0.88386,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0909,Turbine installation,6,11.22106,22.82796,1.46859,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0910,Turbine installation,1,1.07793,22.93277,1.84114,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0911,Turbine installation,8,8.88199,22.63319,1.28019,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0912,Turbine installation,3,11.34113,12.61555,2.37340,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0913,Turbine installation,3,5.38807,6.45225,1.75384,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0914,Turbine installation,3,0.16402,10.82432,0.02831,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0915,Turbine installation,4,8.92784,9.92784,1.70952,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0916,Turbine installation,2,14.86867,15.86867,1.90081,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0917,Turbine installation,4,3.86426,6.71420,2.74578,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0918,Turbine installation,2,2.84237,13.15745,1.24117,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0919,Turbine installation,1,1.85889,11.11392,1.72340,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0920,Turbine installation,3,8.32883,9.32883,1.42499,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0921,Turbine installation,6,8.94668,17.88980,1.59497,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0922,Turbine installation,7,11.88406,12.88406,0.20191,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0923,Turbine installation,3,11.29610,20.33362,2.69185,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0924,Turbine installation,3,13.38812,14.38812,2.73124,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0925,Turbine installation,7,12.08659,14.69108,1.64418,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0926,Turbine installation,6,3.70901,8.31451,1.66967,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0927,Turbine installation,7,8.33816,13.91541,0.17267,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0928,Turbine installation,8,4.46118,7.74440,1.79385,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0929,Turbine installation,7,4.94678,7.90842,1.28746,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0930,Turbine installation,8,13.97917,16.02002,2.12713,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0931,Turbine installation,4,10.22844,11.22844,0.14137,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0932,Turbine installation,4,14.61886,15.61886,2.13266,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0933,Turbine installation,3,6.25369,21.73583,0.86068,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0934,Turbine installation,2,8.06156,9.06156,1.95512,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0935,Turbine installation,6,7.30673,15.17267,1.88138,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0936,Turbine installation,6,1.60931,14.86875,0.68052,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0937,Turbine installation,7,3.55053,9.51096,1.32136,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0938,Turbine installation,2,7.91455,13.14989,2.50690,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0939,Turbine installation,4,1.01061,6.57928,1.81677,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0940,Turbine installation,2,13.97193,17.98286,0.20621,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0941,Turbine installation,8,1.85766,8.99055,1.32873,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0942,Turbine installation,3,2.96971,8.48094,0.93531,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0943,Turbine installation,2,11.47982,12.47982,1.92494,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0944,Turbine installation,5,1.45402,21.24266,1.84369,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0945,Turbine installation,8,13.50417,19.33640,0.03119,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0946,Turbine installation,8,10.88551,22.04406,1.82309,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0947,Turbine installation,1,1.02931,16.73532,2.20455,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0948,Turbine installation,3,10.37771,16.93259,2.30619,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0949,Turbine installation,2,9.47443,13.64056,0.17693,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0950,Turbine installation,3,11.36024,21.29335,0.91098,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0951,Turbine installation,5,12.42297,14.19579,1.26382,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0952,Turbine installation,3,10.77526,11.77526,0.53932,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0953,Turbine installation,1,8.79264,16.52675,1.26220,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0954,Turbine installation,5,4.83695,14.83051,0.21339,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0955,Turbine installation,1,10.45910,11.45910,0.33965,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0956,Turbine installation,2,14.35457,15.35457,2.00608,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0957,Turbine installation,1,8.81283,10.63986,0.78772,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0958,Turbine installation,1,9.96517,20.24301,2.13422,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0959,Turbine installation,4,6.55692,11.81917,0.14433,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0960,Turbine installation,7,11.34181,19.78799,1.68811,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0961,Turbine installation,7,14.96501,15.96501,1.17435,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0962,Turbine installation,1,2.40584,18.56301,2.39091,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0963,Turbine installation,1,3.03608,7.43507,2.35185,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
